program-name,optimization-name,execution-time
folding-reduces-to-subexpression.lisp,Peephole,691070.2999448404
foldtreeadd.lisp,CSE and Peephole,935905.5999084376
foldtreeadd.lisp,Common subexpression elimination,715962.7999499207
foldtreeadd.lisp,Constant Propagation and Peephole,709163.9999998733
foldtreeadd.lisp,Constant propagation,701722.6998868864
foldtreeadd.lisp,Constant propagation and CSE,690738.6999955634
foldtreeadd.lisp,Constant propagation and CSE and Peephole,701819.3999101641
foldtreeadd.lisp,Constant propagation and Inlining and CSE,1036617.9998527514
foldtreeadd.lisp,Constant propagation and Inlining and CSE and Peephole,689336.0998219578
foldtreeadd.lisp,Constant propagation and Inlining and Peephole,705687.6002025092
foldtreeadd.lisp,Constant propagation and inlining,694641.5000129491
foldtreeadd.lisp,Inlining,718511.0000136774
foldtreeadd.lisp,Inlining and CSE,710539.6001861664
foldtreeadd.lisp,Inlining and CSE and Peephole,744706.8001056323
foldtreeadd.lisp,Inlining and Peephole,743588.699697284
foldtreeadd.lisp,No optimizations,775753.2999676187
foldtreeadd.lisp,Peephole,703021.0999801056
function.lisp,CSE and Peephole,708378.6000293912
function.lisp,Common subexpression elimination,719699.8001745669
function.lisp,Constant Propagation and Peephole,698307.3999435874
function.lisp,Constant propagation,711323.1000403175
function.lisp,Constant propagation and CSE,710503.1003447948
function.lisp,Constant propagation and CSE and Peephole,707463.8997437432
function.lisp,Constant propagation and Inlining and CSE,688304.6000439208
function.lisp,Constant propagation and Inlining and CSE and Peephole,709920.4998667119
function.lisp,Constant propagation and Inlining and Peephole,697194.6997509804
function.lisp,Constant propagation and inlining,688399.2999064503
function.lisp,Inlining,700120.6999120768
function.lisp,Inlining and CSE,689898.1002450455
function.lisp,Inlining and CSE and Peephole,846750.3001156729
function.lisp,Inlining and Peephole,695771.0997085087
function.lisp,No optimizations,781536.0000677174
function.lisp,Peephole,689762.8998558503
function_fold.lisp,CSE and Peephole,706541.1999064963
function_fold.lisp,Common subexpression elimination,703084.3000393361
function_fold.lisp,Constant Propagation and Peephole,728653.4000741085
function_fold.lisp,Constant propagation,687267.3002362717
function_fold.lisp,Constant propagation and CSE,735625.4001933848
function_fold.lisp,Constant propagation and CSE and Peephole,748060.1998395287
function_fold.lisp,Constant propagation and Inlining and CSE,734530.8000367368
function_fold.lisp,Constant propagation and Inlining and CSE and Peephole,725135.9002111712
function_fold.lisp,Constant propagation and Inlining and Peephole,701310.4001089232
function_fold.lisp,Constant propagation and inlining,707686.2999383593
function_fold.lisp,Inlining,737399.7003014665
function_fold.lisp,Inlining and CSE,708077.5001668371
function_fold.lisp,Inlining and CSE and Peephole,716513.8002164895
function_fold.lisp,Inlining and Peephole,696662.7999645425
function_fold.lisp,No optimizations,742743.7998558162
function_fold.lisp,Peephole,770143.9000811661
identity.lisp,CSE and Peephole,703688.3002001559
identity.lisp,Common subexpression elimination,702404.5000434853
identity.lisp,Constant Propagation and Peephole,720967.5997728482
identity.lisp,Constant propagation,700587.1000728803
identity.lisp,Constant propagation and CSE,717292.6998464391
identity.lisp,Constant propagation and CSE and Peephole,860081.7000115057
identity.lisp,Constant propagation and Inlining and CSE,702864.9000858422
identity.lisp,Constant propagation and Inlining and CSE and Peephole,731856.3999433536
identity.lisp,Constant propagation and Inlining and Peephole,724824.2996865883
identity.lisp,Constant propagation and inlining,697642.0001592487
identity.lisp,Inlining,696491.3998672273
identity.lisp,Inlining and CSE,702068.3999144239
identity.lisp,Inlining and CSE and Peephole,848367.800062988
identity.lisp,Inlining and Peephole,706460.9999360982
identity.lisp,No optimizations,746437.6998541411
identity.lisp,Peephole,691801.2000824092
if-cprop.lisp,CSE and Peephole,890169.7998226155
if-cprop.lisp,Common subexpression elimination,693079.9998372095
if-cprop.lisp,Constant Propagation and Peephole,1705366.6997526307
if-cprop.lisp,Constant propagation,706067.7999106701
if-cprop.lisp,Constant propagation and CSE,910947.5999139249
if-cprop.lisp,Constant propagation and CSE and Peephole,719015.3999545146
if-cprop.lisp,Constant propagation and Inlining and CSE,1121644.6000616997
if-cprop.lisp,Constant propagation and Inlining and CSE and Peephole,689925.2002767753
if-cprop.lisp,Constant propagation and Inlining and Peephole,784711.9999496499
if-cprop.lisp,Constant propagation and inlining,920099.6002618922
if-cprop.lisp,Inlining,706583.2000080263
if-cprop.lisp,Inlining and CSE,1052069.8000618722
if-cprop.lisp,Inlining and CSE and Peephole,716270.4001530074
if-cprop.lisp,Inlining and Peephole,990095.2001771657
if-cprop.lisp,No optimizations,746447.5998858688
if-cprop.lisp,Peephole,752348.6998252338
if-fold.lisp,CSE and Peephole,703931.4001303865
if-fold.lisp,Common subexpression elimination,742133.2000376424
if-fold.lisp,Constant Propagation and Peephole,729947.9002540465
if-fold.lisp,Constant propagation,698502.1998843877
if-fold.lisp,Constant propagation and CSE,703861.7000944214
if-fold.lisp,Constant propagation and CSE and Peephole,711818.0001270957
if-fold.lisp,Constant propagation and Inlining and CSE,702909.0000287397
if-fold.lisp,Constant propagation and Inlining and CSE and Peephole,691569.199989317
if-fold.lisp,Constant propagation and Inlining and Peephole,699307.1001488715
if-fold.lisp,Constant propagation and inlining,701764.3001745455
if-fold.lisp,Inlining,928356.4999350347
if-fold.lisp,Inlining and CSE,712646.6000045184
if-fold.lisp,Inlining and CSE and Peephole,690834.399938467
if-fold.lisp,Inlining and Peephole,720618.8998679863
if-fold.lisp,No optimizations,741121.6000036802
if-fold.lisp,Peephole,702178.5000688396
if-let-nesting.lisp,CSE and Peephole,716197.1996538341
if-let-nesting.lisp,Common subexpression elimination,702302.3001238471
if-let-nesting.lisp,Constant Propagation and Peephole,698790.6999711413
if-let-nesting.lisp,Constant propagation,706357.8002998838
if-let-nesting.lisp,Constant propagation and CSE,711024.1000191309
if-let-nesting.lisp,Constant propagation and CSE and Peephole,1148358.4003144642
if-let-nesting.lisp,Constant propagation and Inlining and CSE,709420.5000612419
if-let-nesting.lisp,Constant propagation and Inlining and CSE and Peephole,702403.399918694
if-let-nesting.lisp,Constant propagation and Inlining and Peephole,747113.9000699623
if-let-nesting.lisp,Constant propagation and inlining,708140.2000039816
if-let-nesting.lisp,Inlining,711475.9002433857
if-let-nesting.lisp,Inlining and CSE,711973.700163071
if-let-nesting.lisp,Inlining and CSE and Peephole,889930.3000362124
if-let-nesting.lisp,Inlining and Peephole,747213.1001122762
if-let-nesting.lisp,No optimizations,784976.4999264153
if-let-nesting.lisp,Peephole,708276.5001541702
if-prop.lisp,CSE and Peephole,679708.0997785088
if-prop.lisp,Common subexpression elimination,705790.2999804355
if-prop.lisp,Constant Propagation and Peephole,703638.7996777194
if-prop.lisp,Constant propagation,688101.8001877237
if-prop.lisp,Constant propagation and CSE,707278.4999763826
if-prop.lisp,Constant propagation and CSE and Peephole,1108833.6999819148
if-prop.lisp,Constant propagation and Inlining and CSE,729599.1999853868
if-prop.lisp,Constant propagation and Inlining and CSE and Peephole,721843.3001980884
if-prop.lisp,Constant propagation and Inlining and Peephole,747941.3998225937
if-prop.lisp,Constant propagation and inlining,684478.0000392348
if-prop.lisp,Inlining,742507.8001688235
if-prop.lisp,Inlining and CSE,723959.6998260822
if-prop.lisp,Inlining and CSE and Peephole,1019954.9000390107
if-prop.lisp,Inlining and Peephole,681215.9997934941
if-prop.lisp,No optimizations,726779.9999681301
if-prop.lisp,Peephole,682133.7003202643
if_else_heavy.lisp,CSE and Peephole,702443.4999038931
if_else_heavy.lisp,Common subexpression elimination,699145.3999944497
if_else_heavy.lisp,Constant Propagation and Peephole,725882.2999574477
if_else_heavy.lisp,Constant propagation,714081.7000617972
if_else_heavy.lisp,Constant propagation and CSE,914288.8000496896
if_else_heavy.lisp,Constant propagation and CSE and Peephole,704880.6000966579
if_else_heavy.lisp,Constant propagation and Inlining and CSE,716044.4001783617
if_else_heavy.lisp,Constant propagation and Inlining and CSE and Peephole,695049.7001525946
if_else_heavy.lisp,Constant propagation and Inlining and Peephole,695399.4001378305
if_else_heavy.lisp,Constant propagation and inlining,710112.2999301879
if_else_heavy.lisp,Inlining,703792.5002805423
if_else_heavy.lisp,Inlining and CSE,763579.1000211611
if_else_heavy.lisp,Inlining and CSE and Peephole,718269.5997471455
if_else_heavy.lisp,Inlining and Peephole,718930.7998487493
if_else_heavy.lisp,No optimizations,744083.1999701913
if_else_heavy.lisp,Peephole,698915.8999203937
if_prim_argument.lisp,CSE and Peephole,697975.6999498932
if_prim_argument.lisp,Common subexpression elimination,712037.4000805896
if_prim_argument.lisp,Constant Propagation and Peephole,706555.1999403397
if_prim_argument.lisp,Constant propagation,744580.0998539198
if_prim_argument.lisp,Constant propagation and CSE,719607.5002866564
if_prim_argument.lisp,Constant propagation and CSE and Peephole,697235.2999582654
if_prim_argument.lisp,Constant propagation and Inlining and CSE,735882.8999713296
if_prim_argument.lisp,Constant propagation and Inlining and CSE and Peephole,706688.9000270749
if_prim_argument.lisp,Constant propagation and Inlining and Peephole,696647.7001697058
if_prim_argument.lisp,Constant propagation and inlining,695856.20003636
if_prim_argument.lisp,Inlining,711973.4000298195
if_prim_argument.lisp,Inlining and CSE,705843.3999191038
if_prim_argument.lisp,Inlining and CSE and Peephole,698321.3999774307
if_prim_argument.lisp,Inlining and Peephole,696542.9998672334
if_prim_argument.lisp,No optimizations,742584.8998536821
if_prim_argument.lisp,Peephole,709018.300040043
if_then_heavy.lisp,CSE and Peephole,993586.7001331644
if_then_heavy.lisp,Common subexpression elimination,706126.899967785
if_then_heavy.lisp,Constant Propagation and Peephole,709730.200105696
if_then_heavy.lisp,Constant propagation,745564.0003172448
if_then_heavy.lisp,Constant propagation and CSE,702934.9999356782
if_then_heavy.lisp,Constant propagation and CSE and Peephole,714038.700243691
if_then_heavy.lisp,Constant propagation and Inlining and CSE,866620.3997563571
if_then_heavy.lisp,Constant propagation and Inlining and CSE and Peephole,705311.8999465369
if_then_heavy.lisp,Constant propagation and Inlining and Peephole,707387.1998727554
if_then_heavy.lisp,Constant propagation and inlining,717977.0000220742
if_then_heavy.lisp,Inlining,716009.9001339404
if_then_heavy.lisp,Inlining and CSE,709152.0001267781
if_then_heavy.lisp,Inlining and CSE and Peephole,821001.1998016853
if_then_heavy.lisp,Inlining and Peephole,795143.0001412518
if_then_heavy.lisp,No optimizations,763115.7001014799
if_then_heavy.lisp,Peephole,710481.1000317568
inline-and-subexpression.lisp,CSE and Peephole,744854.6999512473
inline-and-subexpression.lisp,Common subexpression elimination,750942.0000133105
inline-and-subexpression.lisp,Constant Propagation and Peephole,719654.6001068782
inline-and-subexpression.lisp,Constant propagation,701376.099823392
inline-and-subexpression.lisp,Constant propagation and CSE,707805.9999912512
inline-and-subexpression.lisp,Constant propagation and CSE and Peephole,690028.9001350757
inline-and-subexpression.lisp,Constant propagation and Inlining and CSE,688683.8000355056
inline-and-subexpression.lisp,Constant propagation and Inlining and CSE and Peephole,699875.6998655153
inline-and-subexpression.lisp,Constant propagation and Inlining and Peephole,691055.299830623
inline-and-subexpression.lisp,Constant propagation and inlining,704248.4001431148
inline-and-subexpression.lisp,Inlining,694189.600108075
inline-and-subexpression.lisp,Inlining and CSE,706917.9002428427
inline-and-subexpression.lisp,Inlining and CSE and Peephole,704378.699811059
inline-and-subexpression.lisp,Inlining and Peephole,726418.7999680871
inline-and-subexpression.lisp,No optimizations,731555.8999835048
inline-and-subexpression.lisp,Peephole,736591.2999375723
inline-constant-prop-conditional.lisp,CSE and Peephole,703267.5999653293
inline-constant-prop-conditional.lisp,Common subexpression elimination,699337.1996941278
inline-constant-prop-conditional.lisp,Constant Propagation and Peephole,698413.5001403047
inline-constant-prop-conditional.lisp,Constant propagation,688144.9000502471
inline-constant-prop-conditional.lisp,Constant propagation and CSE,694746.1999516236
inline-constant-prop-conditional.lisp,Constant propagation and CSE and Peephole,711047.0000043279
inline-constant-prop-conditional.lisp,Constant propagation and Inlining and CSE,686782.3001812212
inline-constant-prop-conditional.lisp,Constant propagation and Inlining and CSE and Peephole,703410.3000478353
inline-constant-prop-conditional.lisp,Constant propagation and Inlining and Peephole,728311.8000486866
inline-constant-prop-conditional.lisp,Constant propagation and inlining,695994.9001611676
inline-constant-prop-conditional.lisp,Inlining,717840.2996942168
inline-constant-prop-conditional.lisp,Inlining and CSE,679300.3001803299
inline-constant-prop-conditional.lisp,Inlining and CSE and Peephole,686625.1002065837
inline-constant-prop-conditional.lisp,Inlining and Peephole,682153.0998422531
inline-constant-prop-conditional.lisp,No optimizations,751727.8998420807
inline-constant-prop-conditional.lisp,Peephole,730556.9997697603
inline-function-0.lisp,CSE and Peephole,736197.500009439
inline-function-0.lisp,Common subexpression elimination,1138759.6001441125
inline-function-0.lisp,Constant Propagation and Peephole,718390.2998804115
inline-function-0.lisp,Constant propagation,723600.0001284992
inline-function-0.lisp,Constant propagation and CSE,809197.7000731276
inline-function-0.lisp,Constant propagation and CSE and Peephole,695268.6002478004
inline-function-0.lisp,Constant propagation and Inlining and CSE,702042.7998213563
inline-function-0.lisp,Constant propagation and Inlining and CSE and Peephole,752292.0997871552
inline-function-0.lisp,Constant propagation and Inlining and Peephole,740084.2001516139
inline-function-0.lisp,Constant propagation and inlining,1148191.0998554667
inline-function-0.lisp,Inlining,766359.30017801
inline-function-0.lisp,Inlining and CSE,711081.6000931663
inline-function-0.lisp,Inlining and CSE and Peephole,720670.5002317904
inline-function-0.lisp,Inlining and Peephole,701034.8999756388
inline-function-0.lisp,No optimizations,735495.700064348
inline-function-0.lisp,Peephole,974493.1001478108
inline-function-1.lisp,CSE and Peephole,706864.1996738734
inline-function-1.lisp,Common subexpression elimination,700281.600074959
inline-function-1.lisp,Constant Propagation and Peephole,735358.9000558713
inline-function-1.lisp,Constant propagation,768103.0001549516
inline-function-1.lisp,Constant propagation and CSE,700934.6998529509
inline-function-1.lisp,Constant propagation and CSE and Peephole,758614.7999973036
inline-function-1.lisp,Constant propagation and Inlining and CSE,700102.1000178298
inline-function-1.lisp,Constant propagation and Inlining and CSE and Peephole,701103.0000285245
inline-function-1.lisp,Constant propagation and Inlining and Peephole,750709.9999202183
inline-function-1.lisp,Constant propagation and inlining,714301.100015291
inline-function-1.lisp,Inlining,719643.1000920711
inline-function-1.lisp,Inlining and CSE,718272.5999882678
inline-function-1.lisp,Inlining and CSE and Peephole,715012.500222656
inline-function-1.lisp,Inlining and Peephole,719259.9998234073
inline-function-1.lisp,No optimizations,1115974.999993341
inline-function-1.lisp,Peephole,697552.900237497
inline-function-body.lisp,CSE and Peephole,865159.5999253914
inline-function-body.lisp,Common subexpression elimination,699843.5997957131
inline-function-body.lisp,Constant Propagation and Peephole,699923.8998105284
inline-function-body.lisp,Constant propagation,690579.3998157606
inline-function-body.lisp,Constant propagation and CSE,688526.6000608681
inline-function-body.lisp,Constant propagation and CSE and Peephole,1057323.1000307715
inline-function-body.lisp,Constant propagation and Inlining and CSE,997511.9999580784
inline-function-body.lisp,Constant propagation and Inlining and CSE and Peephole,2952832.099981606
inline-function-body.lisp,Constant propagation and Inlining and Peephole,1274455.2997901337
inline-function-body.lisp,Constant propagation and inlining,709492.1998941572
inline-function-body.lisp,Inlining,737644.6999842301
inline-function-body.lisp,Inlining and CSE,722090.7002192689
inline-function-body.lisp,Inlining and CSE and Peephole,1538705.6999315973
inline-function-body.lisp,Inlining and Peephole,704215.4000373557
inline-function-body.lisp,No optimizations,766576.1000680504
inline-function-body.lisp,Peephole,706683.8999890024
inline-let.lisp,CSE and Peephole,648681.2002549414
inline-let.lisp,Common subexpression elimination,645811.9001763407
inline-let.lisp,Constant Propagation and Peephole,684519.599963096
inline-let.lisp,Constant propagation,695509.1001145774
inline-let.lisp,Constant propagation and CSE,657263.7001227122
inline-let.lisp,Constant propagation and CSE and Peephole,678836.499719182
inline-let.lisp,Constant propagation and Inlining and CSE,698468.2000620523
inline-let.lisp,Constant propagation and Inlining and CSE and Peephole,785583.6000089766
inline-let.lisp,Constant propagation and Inlining and Peephole,667468.8000202877
inline-let.lisp,Constant propagation and inlining,659405.3000299027
inline-let.lisp,Inlining,667266.2999335444
inline-let.lisp,Inlining and CSE,658415.400175727
inline-let.lisp,Inlining and CSE and Peephole,648315.4997113161
inline-let.lisp,Inlining and Peephole,656965.1999598136
inline-let.lisp,No optimizations,710817.5999746891
inline-let.lisp,Peephole,672299.8001350788
inline-nonrecursive.lisp,CSE and Peephole,711669.2002455238
inline-nonrecursive.lisp,Common subexpression elimination,2294271.2999793002
inline-nonrecursive.lisp,Constant Propagation and Peephole,721178.4999526571
inline-nonrecursive.lisp,Constant propagation,817490.7001375686
inline-nonrecursive.lisp,Constant propagation and CSE,747805.6999389082
inline-nonrecursive.lisp,Constant propagation and CSE and Peephole,716470.6999901682
inline-nonrecursive.lisp,Constant propagation and Inlining and CSE,702134.4998065615
inline-nonrecursive.lisp,Constant propagation and Inlining and CSE and Peephole,717749.0999310976
inline-nonrecursive.lisp,Constant propagation and Inlining and Peephole,699191.8999119662
inline-nonrecursive.lisp,Constant propagation and inlining,744678.8000379456
inline-nonrecursive.lisp,Inlining,989744.599792175
inline-nonrecursive.lisp,Inlining and CSE,713538.7000744231
inline-nonrecursive.lisp,Inlining and CSE and Peephole,694284.8998733098
inline-nonrecursive.lisp,Inlining and Peephole,715651.7000112217
inline-nonrecursive.lisp,No optimizations,1027334.6997564659
inline-nonrecursive.lisp,Peephole,908935.1999136852
inline-simple.lisp,CSE and Peephole,713537.2001357609
inline-simple.lisp,Common subexpression elimination,768029.3998419074
inline-simple.lisp,Constant Propagation and Peephole,742503.2999890391
inline-simple.lisp,Constant propagation,731229.2997085024
inline-simple.lisp,Constant propagation and CSE,757060.500109219
inline-simple.lisp,Constant propagation and CSE and Peephole,737293.0998826632
inline-simple.lisp,Constant propagation and Inlining and CSE,768505.2001761505
inline-simple.lisp,Constant propagation and Inlining and CSE and Peephole,777430.4998747539
inline-simple.lisp,Constant propagation and Inlining and Peephole,769256.2001466285
inline-simple.lisp,Constant propagation and inlining,740453.499747673
inline-simple.lisp,Inlining,768134.4999582507
inline-simple.lisp,Inlining and CSE,753374.4999818737
inline-simple.lisp,Inlining and CSE and Peephole,773260.0999588612
inline-simple.lisp,Inlining and Peephole,777593.300153967
inline-simple.lisp,No optimizations,772268.2999883546
inline-simple.lisp,Peephole,726491.8000146281
inline-with-constant-folding.lisp,CSE and Peephole,710430.0002538366
inline-with-constant-folding.lisp,Common subexpression elimination,720331.3998616068
inline-with-constant-folding.lisp,Constant Propagation and Peephole,703940.3000817401
inline-with-constant-folding.lisp,Constant propagation,751672.4002925912
inline-with-constant-folding.lisp,Constant propagation and CSE,716621.5000324883
inline-with-constant-folding.lisp,Constant propagation and CSE and Peephole,702479.199753725
inline-with-constant-folding.lisp,Constant propagation and Inlining and CSE,717871.399683645
inline-with-constant-folding.lisp,Constant propagation and Inlining and CSE and Peephole,736545.7000560127
inline-with-constant-folding.lisp,Constant propagation and Inlining and Peephole,710006.1000528513
inline-with-constant-folding.lisp,Constant propagation and inlining,724086.4000777947
inline-with-constant-folding.lisp,Inlining,709779.2000422487
inline-with-constant-folding.lisp,Inlining and CSE,706582.7998303575
inline-with-constant-folding.lisp,Inlining and CSE and Peephole,718866.1002146546
inline-with-constant-folding.lisp,Inlining and Peephole,697795.8000788931
inline-with-constant-folding.lisp,No optimizations,787107.4998547556
inline-with-constant-folding.lisp,Peephole,725459.0000229655
inline1.lisp,CSE and Peephole,725108.8998600608
inline1.lisp,Common subexpression elimination,725598.2000060612
inline1.lisp,Constant Propagation and Peephole,753884.0996858198
inline1.lisp,Constant propagation,851776.1001712643
inline1.lisp,Constant propagation and CSE,943652.0002054749
inline1.lisp,Constant propagation and CSE and Peephole,908952.2998692701
inline1.lisp,Constant propagation and Inlining and CSE,724613.9000926632
inline1.lisp,Constant propagation and Inlining and CSE and Peephole,757753.7002362078
inline1.lisp,Constant propagation and Inlining and Peephole,726458.8999532862
inline1.lisp,Constant propagation and inlining,1075260.099969455
inline1.lisp,Inlining,735686.0001891619
inline1.lisp,Inlining and CSE,723862.0000862284
inline1.lisp,Inlining and CSE and Peephole,719062.5998191535
inline1.lisp,Inlining and Peephole,719964.1997431172
inline1.lisp,No optimizations,1102799.49985852
inline1.lisp,Peephole,714626.3000322506
inline2.lisp,CSE and Peephole,709231.6998750903
inline2.lisp,Common subexpression elimination,736967.5000518328
inline2.lisp,Constant Propagation and Peephole,729752.9002244119
inline2.lisp,Constant propagation,715920.1999456855
inline2.lisp,Constant propagation and CSE,728523.2000867836
inline2.lisp,Constant propagation and CSE and Peephole,872920.5997951794
inline2.lisp,Constant propagation and Inlining and CSE,734384.7002630355
inline2.lisp,Constant propagation and Inlining and CSE and Peephole,751580.2000853
inline2.lisp,Constant propagation and Inlining and Peephole,722223.4999062493
inline2.lisp,Constant propagation and inlining,734582.5000811601
inline2.lisp,Inlining,730898.6001589801
inline2.lisp,Inlining and CSE,713630.9999623336
inline2.lisp,Inlining and CSE and Peephole,711513.4998457506
inline2.lisp,Inlining and Peephole,710336.3001078833
inline2.lisp,No optimizations,772595.8999799332
inline2.lisp,Peephole,773054.8000836279
inlineTrivialRecursion.lisp,CSE and Peephole,4494184.1999389
inlineTrivialRecursion.lisp,Common subexpression elimination,4383318.899999722
inlineTrivialRecursion.lisp,Constant Propagation and Peephole,4605744.299988146
inlineTrivialRecursion.lisp,Constant propagation,4469097.900073393
inlineTrivialRecursion.lisp,Constant propagation and CSE,4556177.899939939
inlineTrivialRecursion.lisp,Constant propagation and CSE and Peephole,4289418.600092176
inlineTrivialRecursion.lisp,Constant propagation and Inlining and CSE,4359429.300166084
inlineTrivialRecursion.lisp,Constant propagation and Inlining and CSE and Peephole,4459375.80007012
inlineTrivialRecursion.lisp,Constant propagation and Inlining and Peephole,4372064.29996877
inlineTrivialRecursion.lisp,Constant propagation and inlining,4380306.699749781
inlineTrivialRecursion.lisp,Inlining,4477430.900078616
inlineTrivialRecursion.lisp,Inlining and CSE,4388461.900089169
inlineTrivialRecursion.lisp,Inlining and CSE and Peephole,4217449.899806525
inlineTrivialRecursion.lisp,Inlining and Peephole,4639913.599748979
inlineTrivialRecursion.lisp,No optimizations,4432286.199880764
inlineTrivialRecursion.lisp,Peephole,4570637.900178554
inline_1.lisp,CSE and Peephole,694741.200277349
inline_1.lisp,Common subexpression elimination,705780.8001263766
inline_1.lisp,Constant Propagation and Peephole,694556.8002265645
inline_1.lisp,Constant propagation,713892.4000173574
inline_1.lisp,Constant propagation and CSE,693706.300080521
inline_1.lisp,Constant propagation and CSE and Peephole,799222.0998858102
inline_1.lisp,Constant propagation and Inlining and CSE,687435.1001897594
inline_1.lisp,Constant propagation and Inlining and CSE and Peephole,701717.7002126118
inline_1.lisp,Constant propagation and Inlining and Peephole,687841.3001686567
inline_1.lisp,Constant propagation and inlining,700123.700153199
inline_1.lisp,Inlining,717541.5998062817
inline_1.lisp,Inlining and CSE,714225.0000470085
inline_1.lisp,Inlining and CSE and Peephole,782624.600105919
inline_1.lisp,Inlining and Peephole,699526.6001467826
inline_1.lisp,No optimizations,747386.3999621244
inline_1.lisp,Peephole,709304.7999660484
inline_3.lisp,CSE and Peephole,733341.0998398904
inline_3.lisp,Common subexpression elimination,697607.5001148274
inline_3.lisp,Constant Propagation and Peephole,693483.7998414878
inline_3.lisp,Constant propagation,712864.9001970189
inline_3.lisp,Constant propagation and CSE,697010.8999666991
inline_3.lisp,Constant propagation and CSE and Peephole,709130.9998941142
inline_3.lisp,Constant propagation and Inlining and CSE,710225.5996869644
inline_3.lisp,Constant propagation and Inlining and CSE and Peephole,709446.1998349288
inline_3.lisp,Constant propagation and Inlining and Peephole,720786.3000076031
inline_3.lisp,Constant propagation and inlining,746018.9000994433
inline_3.lisp,Inlining,701857.8999122838
inline_3.lisp,Inlining and CSE,705360.9999275068
inline_3.lisp,Inlining and CSE and Peephole,704026.5001705848
inline_3.lisp,Inlining and Peephole,708035.000207019
inline_3.lisp,No optimizations,755939.8000012152
inline_3.lisp,Peephole,713991.000156966
inline_heuristics.lisp,CSE and Peephole,694715.2000066126
inline_heuristics.lisp,Common subexpression elimination,732160.5997276492
inline_heuristics.lisp,Constant Propagation and Peephole,705430.0996969687
inline_heuristics.lisp,Constant propagation,734022.0003243303
inline_heuristics.lisp,Constant propagation and CSE,701825.9002506966
inline_heuristics.lisp,Constant propagation and CSE and Peephole,752420.3003413277
inline_heuristics.lisp,Constant propagation and Inlining and CSE,695356.2999115093
inline_heuristics.lisp,Constant propagation and Inlining and CSE and Peephole,699801.1001996929
inline_heuristics.lisp,Constant propagation and Inlining and Peephole,770489.9999225745
inline_heuristics.lisp,Constant propagation and inlining,704994.199986686
inline_heuristics.lisp,Inlining,702742.4999250798
inline_heuristics.lisp,Inlining and CSE,724152.6000143494
inline_heuristics.lisp,Inlining and CSE and Peephole,736758.0001300666
inline_heuristics.lisp,Inlining and Peephole,736421.4001427172
inline_heuristics.lisp,No optimizations,737917.8001428954
inline_heuristics.lisp,Peephole,706946.4001688175
inlining-1.lisp,CSE and Peephole,736634.9000221817
inlining-1.lisp,Common subexpression elimination,697191.3000597851
inlining-1.lisp,Constant Propagation and Peephole,713670.9999031154
inlining-1.lisp,Constant propagation,723920.1000629691
inlining-1.lisp,Constant propagation and CSE,709672.4999428261
inlining-1.lisp,Constant propagation and CSE and Peephole,711950.800177874
inlining-1.lisp,Constant propagation and Inlining and CSE,701663.0999714835
inlining-1.lisp,Constant propagation and Inlining and CSE and Peephole,709905.4997524945
inlining-1.lisp,Constant propagation and Inlining and Peephole,710422.9000105988
inlining-1.lisp,Constant propagation and inlining,691868.7999132089
inlining-1.lisp,Inlining,688142.9002532968
inlining-1.lisp,Inlining and CSE,699334.7000388894
inlining-1.lisp,Inlining and CSE and Peephole,710687.8998456523
inlining-1.lisp,Inlining and Peephole,701972.100068815
inlining-1.lisp,No optimizations,928622.4998504622
inlining-1.lisp,Peephole,690620.9997396218
inlining-globally-unique-names-1.lisp,CSE and Peephole,882753.4998999909
inlining-globally-unique-names-1.lisp,Common subexpression elimination,690112.5998410862
inlining-globally-unique-names-1.lisp,Constant Propagation and Peephole,698109.9999393336
inlining-globally-unique-names-1.lisp,Constant propagation,719246.9001893187
inlining-globally-unique-names-1.lisp,Constant propagation and CSE,701783.2998826634
inlining-globally-unique-names-1.lisp,Constant propagation and CSE and Peephole,698765.5997363618
inlining-globally-unique-names-1.lisp,Constant propagation and Inlining and CSE,1009307.0999573683
inlining-globally-unique-names-1.lisp,Constant propagation and Inlining and CSE and Peephole,690750.6998686586
inlining-globally-unique-names-1.lisp,Constant propagation and Inlining and Peephole,765428.0001588631
inlining-globally-unique-names-1.lisp,Constant propagation and inlining,699726.8999839434
inlining-globally-unique-names-1.lisp,Inlining,695889.3001865363
inlining-globally-unique-names-1.lisp,Inlining and CSE,745155.7001331821
inlining-globally-unique-names-1.lisp,Inlining and CSE and Peephole,692762.499966193
inlining-globally-unique-names-1.lisp,Inlining and Peephole,709727.1998645738
inlining-globally-unique-names-1.lisp,No optimizations,745220.4001310747
inlining-globally-unique-names-1.lisp,Peephole,694020.8000742132
inlining-mf.lisp,CSE and Peephole,946874.5000049239
inlining-mf.lisp,Common subexpression elimination,724532.8000863083
inlining-mf.lisp,Constant Propagation and Peephole,708081.5998051548
inlining-mf.lisp,Constant propagation,829033.3000331884
inlining-mf.lisp,Constant propagation and CSE,740137.8999929875
inlining-mf.lisp,Constant propagation and CSE and Peephole,1047507.1998371277
inlining-mf.lisp,Constant propagation and Inlining and CSE,944734.599761432
inlining-mf.lisp,Constant propagation and Inlining and CSE and Peephole,989803.5998048726
inlining-mf.lisp,Constant propagation and Inlining and Peephole,932252.2997535998
inlining-mf.lisp,Constant propagation and inlining,714784.5997678814
inlining-mf.lisp,Inlining,729623.3001397923
