program-name,optimization-name,execution-time
constantpropinliningcjeong22-1.lisp,Constant propagation and Inlining and CSE and Peephole,707985.4000039632
constantpropinliningcjeong22-1.lisp,Constant propagation and Inlining and Peephole,738758.8000710821
constantpropinliningcjeong22-1.lisp,Constant propagation and inlining,706966.9001793955
constantpropinliningcjeong22-1.lisp,Inlining,691893.9001479885
constantpropinliningcjeong22-1.lisp,Inlining and CSE,695285.6998395873
constantpropinliningcjeong22-1.lisp,Inlining and CSE and Peephole,701149.7000348754
constantpropinliningcjeong22-1.lisp,Inlining and Peephole,704498.3998639509
constantpropinliningcjeong22-1.lisp,No optimizations,741778.3999699168
constantpropinliningcjeong22-1.lisp,Peephole,703593.2001599576
constantpropinliningcjeong22-2.lisp,CSE and Peephole,742681.2000630889
constantpropinliningcjeong22-2.lisp,Common subexpression elimination,690319.8998770677
constantpropinliningcjeong22-2.lisp,Constant Propagation and Peephole,689073.4999615233
constantpropinliningcjeong22-2.lisp,Constant propagation,715952.7001931565
constantpropinliningcjeong22-2.lisp,Constant propagation and CSE,707751.8999722088
constantpropinliningcjeong22-2.lisp,Constant propagation and CSE and Peephole,688437.3997309012
constantpropinliningcjeong22-2.lisp,Constant propagation and Inlining and CSE,727644.0999703482
constantpropinliningcjeong22-2.lisp,Constant propagation and Inlining and CSE and Peephole,699944.300140487
constantpropinliningcjeong22-2.lisp,Constant propagation and Inlining and Peephole,716117.5002693199
constantpropinliningcjeong22-2.lisp,Constant propagation and inlining,723226.7998915631
constantpropinliningcjeong22-2.lisp,Inlining,696782.5000174344
constantpropinliningcjeong22-2.lisp,Inlining and CSE,691375.8999871789
constantpropinliningcjeong22-2.lisp,Inlining and CSE and Peephole,693494.900042424
constantpropinliningcjeong22-2.lisp,Inlining and Peephole,713277.6998332702
constantpropinliningcjeong22-2.lisp,No optimizations,740491.1000776337
constantpropinliningcjeong22-2.lisp,Peephole,698478.1000937801
cp-1.lisp,CSE and Peephole,669062.1998131974
cp-1.lisp,Common subexpression elimination,651080.7001177454
cp-1.lisp,Constant Propagation and Peephole,651931.8001664942
cp-1.lisp,Constant propagation,654466.5000546956
cp-1.lisp,Constant propagation and CSE,657465.1997652836
cp-1.lisp,Constant propagation and CSE and Peephole,654636.4002133487
cp-1.lisp,Constant propagation and Inlining and CSE,643677.9000068782
cp-1.lisp,Constant propagation and Inlining and CSE and Peephole,658368.2999917073
cp-1.lisp,Constant propagation and Inlining and Peephole,655141.300012474
cp-1.lisp,Constant propagation and inlining,663746.8999542762
cp-1.lisp,Inlining,674516.3998857606
cp-1.lisp,Inlining and CSE,655173.300037859
cp-1.lisp,Inlining and CSE and Peephole,683623.9001131617
cp-1.lisp,Inlining and Peephole,658317.7000720752
cp-1.lisp,No optimizations,697188.6999963317
cp-1.lisp,Peephole,641356.5999537241
cp1.lisp,CSE and Peephole,1004272.6000392577
cp1.lisp,Common subexpression elimination,733259.0001169592
cp1.lisp,Constant Propagation and Peephole,714694.3997213384
cp1.lisp,Constant propagation,721479.500134592
cp1.lisp,Constant propagation and CSE,696871.0997171002
cp1.lisp,Constant propagation and CSE and Peephole,1600826.7000870546
cp1.lisp,Constant propagation and Inlining and CSE,1034258.5999751464
cp1.lisp,Constant propagation and Inlining and CSE and Peephole,961404.5997295761
cp1.lisp,Constant propagation and Inlining and Peephole,1223782.6998898527
cp1.lisp,Constant propagation and inlining,715444.800152909
cp1.lisp,Inlining,726643.1999596534
cp1.lisp,Inlining and CSE,722711.3001135876
cp1.lisp,Inlining and CSE and Peephole,932249.8000983614
cp1.lisp,Inlining and Peephole,705741.1999994656
cp1.lisp,No optimizations,745136.7000612663
cp1.lisp,Peephole,702059.3999186531
cp_inline.lisp,CSE and Peephole,733437.4000492971
cp_inline.lisp,Common subexpression elimination,702123.3999694232
cp_inline.lisp,Constant Propagation and Peephole,694205.1000805805
cp_inline.lisp,Constant propagation,700687.1997873532
cp_inline.lisp,Constant propagation and CSE,702595.3000265872
cp_inline.lisp,Constant propagation and CSE and Peephole,707777.5000652764
cp_inline.lisp,Constant propagation and Inlining and CSE,948310.199964908
cp_inline.lisp,Constant propagation and Inlining and CSE and Peephole,698902.4001086364
cp_inline.lisp,Constant propagation and Inlining and Peephole,711970.799966366
cp_inline.lisp,Constant propagation and inlining,689060.6000524713
cp_inline.lisp,Inlining,717414.9999627843
cp_inline.lisp,Inlining and CSE,702061.4000794012
cp_inline.lisp,Inlining and CSE and Peephole,695806.099975016
cp_inline.lisp,Inlining and Peephole,709838.7999576516
cp_inline.lisp,No optimizations,734086.5999140078
cp_inline.lisp,Peephole,701858.8999926578
cp_let_vexp.lisp,CSE and Peephole,730414.8002731381
cp_let_vexp.lisp,Common subexpression elimination,684112.3002232052
cp_let_vexp.lisp,Constant Propagation and Peephole,676817.7001504228
cp_let_vexp.lisp,Constant propagation,660750.2000406384
cp_let_vexp.lisp,Constant propagation and CSE,654771.600238746
cp_let_vexp.lisp,Constant propagation and CSE and Peephole,650520.1999971177
cp_let_vexp.lisp,Constant propagation and Inlining and CSE,655336.0999532742
cp_let_vexp.lisp,Constant propagation and Inlining and CSE and Peephole,663562.4999034917
cp_let_vexp.lisp,Constant propagation and Inlining and Peephole,679541.3999498123
cp_let_vexp.lisp,Constant propagation and inlining,671890.1000567712
cp_let_vexp.lisp,Inlining,671633.0000926973
cp_let_vexp.lisp,Inlining and CSE,647329.2000009678
cp_let_vexp.lisp,Inlining and CSE and Peephole,656142.2000231687
cp_let_vexp.lisp,Inlining and Peephole,656179.2000866262
cp_let_vexp.lisp,No optimizations,707047.0997859957
cp_let_vexp.lisp,Peephole,649840.400001267
cp_sum_many_1.lisp,CSE and Peephole,756642.6000266802
cp_sum_many_1.lisp,Common subexpression elimination,666370.7001280272
cp_sum_many_1.lisp,Constant Propagation and Peephole,682704.7000115272
cp_sum_many_1.lisp,Constant propagation,665321.3000390679
cp_sum_many_1.lisp,Constant propagation and CSE,844774.6000456391
cp_sum_many_1.lisp,Constant propagation and CSE and Peephole,662820.5999732018
cp_sum_many_1.lisp,Constant propagation and Inlining and CSE,929861.8002503645
cp_sum_many_1.lisp,Constant propagation and Inlining and CSE and Peephole,674147.800236824
cp_sum_many_1.lisp,Constant propagation and Inlining and Peephole,837256.0001589591
cp_sum_many_1.lisp,Constant propagation and inlining,648569.0999397775
cp_sum_many_1.lisp,Inlining,669684.4000543933
cp_sum_many_1.lisp,Inlining and CSE,659614.6002266323
cp_sum_many_1.lisp,Inlining and CSE and Peephole,657405.5001692614
cp_sum_many_1.lisp,Inlining and Peephole,674424.2997228866
cp_sum_many_1.lisp,No optimizations,700702.2999459878
cp_sum_many_1.lisp,Peephole,684537.6999990549
cse-1.lisp,CSE and Peephole,675244.2997822072
cse-1.lisp,Common subexpression elimination,665186.1000136705
cse-1.lisp,Constant Propagation and Peephole,660998.600142193
cse-1.lisp,Constant propagation,668105.899967486
cse-1.lisp,Constant propagation and CSE,648647.100024391
cse-1.lisp,Constant propagation and CSE and Peephole,662341.2002227269
cse-1.lisp,Constant propagation and Inlining and CSE,670350.0999719836
cse-1.lisp,Constant propagation and Inlining and CSE and Peephole,653935.5003042147
cse-1.lisp,Constant propagation and Inlining and Peephole,660109.4999496127
cse-1.lisp,Constant propagation and inlining,663235.4001339991
cse-1.lisp,Inlining,783180.2002328914
cse-1.lisp,Inlining and CSE,703344.2001556978
cse-1.lisp,Inlining and CSE and Peephole,694894.3999304902
cse-1.lisp,Inlining and Peephole,669862.7999867313
cse-1.lisp,No optimizations,696910.199985723
cse-1.lisp,Peephole,663462.2997808037
cse-hierarchy.lisp,CSE and Peephole,4977653.699825169
cse-hierarchy.lisp,Common subexpression elimination,968701.300007524
cse-hierarchy.lisp,Constant Propagation and Peephole,972952.2000270663
cse-hierarchy.lisp,Constant propagation,902993.1999975815
cse-hierarchy.lisp,Constant propagation and CSE,997893.6999686994
cse-hierarchy.lisp,Constant propagation and CSE and Peephole,726989.8000231478
cse-hierarchy.lisp,Constant propagation and Inlining and CSE,2461792.400208651
cse-hierarchy.lisp,Constant propagation and Inlining and CSE and Peephole,711862.1000699932
cse-hierarchy.lisp,Constant propagation and Inlining and Peephole,805297.4000747781
cse-hierarchy.lisp,Constant propagation and inlining,1079395.799752092
cse-hierarchy.lisp,Inlining,922386.9001289131
cse-hierarchy.lisp,Inlining and CSE,1075274.1000032984
cse-hierarchy.lisp,Inlining and CSE and Peephole,747843.7997633591
cse-hierarchy.lisp,Inlining and Peephole,3866387.4001940712
cse-hierarchy.lisp,No optimizations,783656.9999199128
cse-hierarchy.lisp,Peephole,1046370.1997650787
cse-issues-1.lisp,CSE and Peephole,713318.3000405552
cse-issues-1.lisp,Common subexpression elimination,970289.2999484902
cse-issues-1.lisp,Constant Propagation and Peephole,696228.9000512101
cse-issues-1.lisp,Constant propagation,1279608.7998140138
cse-issues-1.lisp,Constant propagation and CSE,715805.1001169952
cse-issues-1.lisp,Constant propagation and CSE and Peephole,702041.7997409822
cse-issues-1.lisp,Constant propagation and Inlining and CSE,722056.5999887185
cse-issues-1.lisp,Constant propagation and Inlining and CSE and Peephole,714492.5999455154
cse-issues-1.lisp,Constant propagation and Inlining and Peephole,743826.2000505347
cse-issues-1.lisp,Constant propagation and inlining,854574.7998141451
cse-issues-1.lisp,Inlining,770267.6000917563
cse-issues-1.lisp,Inlining and CSE,709397.9998899158
cse-issues-1.lisp,Inlining and CSE and Peephole,686794.2996905185
cse-issues-1.lisp,Inlining and Peephole,722138.2998977788
cse-issues-1.lisp,No optimizations,1039491.3999334676
cse-issues-1.lisp,Peephole,947263.7000726536
cse-list.lisp,CSE and Peephole,1065768.7998900656
cse-list.lisp,Common subexpression elimination,1201983.0999633996
cse-list.lisp,Constant Propagation and Peephole,1002322.9999205796
cse-list.lisp,Constant propagation,1017941.6000028141
cse-list.lisp,Constant propagation and CSE,1004001.0998636717
cse-list.lisp,Constant propagation and CSE and Peephole,1015778.699729708
cse-list.lisp,Constant propagation and Inlining and CSE,1028207.8001182526
cse-list.lisp,Constant propagation and Inlining and CSE and Peephole,1004609.8999737296
cse-list.lisp,Constant propagation and Inlining and Peephole,1022329.7998891212
cse-list.lisp,Constant propagation and inlining,1066602.9000276467
cse-list.lisp,Inlining,1090778.5002927994
cse-list.lisp,Inlining and CSE,1024979.3002003571
cse-list.lisp,Inlining and CSE and Peephole,1055434.5997661585
cse-list.lisp,Inlining and Peephole,1048747.2001841525
cse-list.lisp,No optimizations,1075285.6000181055
cse-list.lisp,Peephole,1055467.1996942488
cse.lisp,CSE and Peephole,721143.8998638187
cse.lisp,Common subexpression elimination,706946.4998494368
cse.lisp,Constant Propagation and Peephole,698652.9999267077
cse.lisp,Constant propagation,698535.7998928521
cse.lisp,Constant propagation and CSE,710482.0000677137
cse.lisp,Constant propagation and CSE and Peephole,710740.4999260325
cse.lisp,Constant propagation and Inlining and CSE,792672.7997983107
cse.lisp,Constant propagation and Inlining and CSE and Peephole,705661.5999317728
cse.lisp,Constant propagation and Inlining and Peephole,804181.800049264
cse.lisp,Constant propagation and inlining,700517.4000369152
cse.lisp,Inlining,716189.100057818
cse.lisp,Inlining and CSE,699522.1003307961
cse.lisp,Inlining and CSE and Peephole,695643.899962306
cse.lisp,Inlining and Peephole,694480.0999917788
cse.lisp,No optimizations,731907.0002267836
cse.lisp,Peephole,703835.0999209797
dead.lisp,CSE and Peephole,703298.6002741382
dead.lisp,Common subexpression elimination,696659.2998651322
dead.lisp,Constant Propagation and Peephole,692204.3998201843
dead.lisp,Constant propagation,701426.700106822
dead.lisp,Constant propagation and CSE,712809.2998755164
dead.lisp,Constant propagation and CSE and Peephole,734214.7997405846
dead.lisp,Constant propagation and Inlining and CSE,708448.7999236444
dead.lisp,Constant propagation and Inlining and CSE and Peephole,704369.1002763808
dead.lisp,Constant propagation and Inlining and Peephole,702722.9999948759
dead.lisp,Constant propagation and inlining,695963.0001801997
dead.lisp,Inlining,713833.2999602426
dead.lisp,Inlining and CSE,724597.9002618697
dead.lisp,Inlining and CSE and Peephole,710538.5997419944
dead.lisp,Inlining and Peephole,708760.700217681
dead.lisp,No optimizations,740814.6000670968
dead.lisp,Peephole,694120.9998331033
deeply-nested-balanced.lisp,CSE and Peephole,765599.9001144664
deeply-nested-balanced.lisp,Common subexpression elimination,797999.8001246713
deeply-nested-balanced.lisp,Constant Propagation and Peephole,762038.1999004167
deeply-nested-balanced.lisp,Constant propagation,767659.2002098914
deeply-nested-balanced.lisp,Constant propagation and CSE,759981.2997796107
deeply-nested-balanced.lisp,Constant propagation and CSE and Peephole,778403.7003148114
deeply-nested-balanced.lisp,Constant propagation and Inlining and CSE,767705.2999497391
deeply-nested-balanced.lisp,Constant propagation and Inlining and CSE and Peephole,764743.3001693571
deeply-nested-balanced.lisp,Constant propagation and Inlining and Peephole,751243.6000979505
deeply-nested-balanced.lisp,Constant propagation and inlining,765487.6000742661
deeply-nested-balanced.lisp,Inlining,761130.000319099
deeply-nested-balanced.lisp,Inlining and CSE,800898.200031952
deeply-nested-balanced.lisp,Inlining and CSE and Peephole,746013.3998392848
deeply-nested-balanced.lisp,Inlining and Peephole,760992.3002746655
deeply-nested-balanced.lisp,No optimizations,1389386.5998397814
deeply-nested-balanced.lisp,Peephole,772559.3000941444
